id,Moneda,Precio,Dormitorios,Banos,Superficie_m2,Direccion,Comuna
1947,UF,1690,1,1,35.0,Centro Histórico De Santiago,Santiago
1948,UF,2250,1,1,33.0,Barrio Diez De Julio,Santiago
1949,UF,2100,1,1,24.0,Santa Isabel,Santiago
1950,UF,1600,1,1,30.0,Bogotá - Sierra Bella,Santiago
1951,UF,3300,1,1,72.0,Centro Histórico De Santiago,Santiago
1952,UF,2770,1,1,29.0,San Diego,Santiago
1953,UF,8600,2,2,115.0,Barrio Lastarria,Santiago
1954,UF,6000,1,1,55.0,San Diego,Santiago
1955,UF,3500,3,2,77.0,Parque O'Higgins,Santiago
1956,UF,2550,2,2,51.0,Barrio República,Santiago
1957,UF,1900,1,1,35.0,Centro Histórico De Santiago,Santiago
1958,UF,1930,1,1,30.0,Bogotá - Sierra Bella,Santiago
1959,UF,2050,2,2,50.0,Santa Isabel,Santiago
1960,UF,2998,1,1,44.0,Centro Histórico De Santiago,Santiago
1961,UF,2399,1,1,31.0,Santa Isabel,Santiago
1962,UF,2400,2,1,40.0,Bogotá - Sierra Bella,Santiago
1963,UF,2751,2,2,50.0,Centro Histórico De Santiago,Santiago
1964,UF,2600,2,1,44.0,Santa Isabel,Santiago
1965,$,88000000,2,2,55.0,Centro Histórico De Santiago,Santiago
1966,UF,2133,1,1,36.0,Barrio República,Santiago
1967,UF,1550,1,1,27.0,Santa Isabel,Santiago
1968,$,60000000,1,1,35.0,Barrio Yungay,Santiago
1969,UF,1700,1,1,30.0,Bulnes,Santiago
1970,UF,6600,2,2,114.0,Centro Histórico De Santiago,Santiago
1971,UF,1700,1,1,29.0,Santa Isabel,Santiago
1972,$,73750000,3,2,51.0,Parque Los Reyes,Santiago
1973,UF,2800,3,2,71.0,Bulnes,Santiago
1974,UF,2200,1,1,33.0,San Diego,Santiago
1975,UF,3200,1,1,33.0,San Diego,Santiago
1976,UF,2682,1,1,22.0,Departamento en venta | Concepto Innovador En Santiago Centro | Por Coldwell Banker | UF | 2.682 | 1 dormitorio | 1 baño | 22 m² útiles | Santa Isabel,Santiago
1977,UF,3073,1,1,30.0,Departamento en venta | Hermoso Concepto Arquitectónica En El Centro De Santiago | Por Coldwell Banker | UF | 3.073 | 1 dormitorio | 1 baño | 30 m² útiles | Bulnes,Santiago
1978,UF,3119,1,1,32.0,Departamento en venta | Concepto Innovador En Santiago Centro | Por Coldwell Banker | UF | 3.119 | 1 dormitorio | 1 baño | 32 m² útiles | Santa Isabel,Santiago
1979,UF,4000,2,2,44.0,Departamento en venta | Concepto Innovador En Santiago Centro | Por Coldwell Banker | UF | 4.000 | 2 dormitorios | 2 baños | 44 m² útiles | Santa Isabel,Santiago
1980,UF,3946,2,1,41.0,Departamento en venta | Concepto Innovador En Santiago Centro | Por Coldwell Banker | UF | 3.946 | 2 dormitorios | 1 baño | 41 m² útiles | Santa Isabel,Santiago
1981,UF,2850,3,2,77.0,Centro Histórico De Santiago,Santiago
1982,UF,2050,2,2,55.0,Centro Histórico De Santiago,Santiago
1983,UF,3200,2,2,50.0,Ejército - Toesca,Santiago
1984,UF,3200,2,2,48.0,Bulnes,Santiago
1985,UF,2550,2,2,44.0,Barrio Diez De Julio,Santiago
1986,UF,2823,1,1,31.0,Departamento en venta | Departamento En Venta En Santiago | UF | 2.823 | 1 dormitorio | 1 baño | 31 m² útiles | Corte Suprema,Santiago
1987,UF,1468,1,1,35.0,Parque Los Reyes,Santiago
1988,UF,1950,1,1,34.0,San Diego,Santiago
1989,UF,2300,3,2,64.0,Parque Almagro,Santiago
1990,UF,2995,1,1,45.0,Centro Histórico De Santiago,Santiago
1991,$,64000000,3,1,45.0,Parque Los Reyes,Santiago
1992,UF,3550,3,2,65.0,San Diego,Santiago
1993,UF,2730,2,1,43.0,Centro Histórico De Santiago,Santiago
1994,UF,2981,1,1,29.0,Bogotá - Sierra Bella,Santiago
1995,UF,1735,1,1,33.0,Centro Histórico De Santiago,Santiago
1996,UF,3800,3,2,65.0,Santa Isabel,Santiago
1997,$,80900000,2,1,44.0,Santa Isabel,Santiago
1998,$,120000000,3,2,68.0,Centro Histórico De Santiago,Santiago
1999,UF,1950,1,1,45.0,Santa Isabel,Santiago
2000,UF,2981,1,1,29.0,Bogotá - Sierra Bella,Santiago
2001,UF,3650,2,2,56.0,Santa Isabel,Santiago
2002,UF,2000,1,1,31.0,San Diego,Santiago
2003,UF,3244,2,2,56.0,Parque O'Higgins,Santiago
2004,UF,1700,1,1,33.0,Bulnes,Santiago
2005,UF,2350,1,1,31.0,San Diego,Santiago
2006,UF,3224,1,1,29.0,Ejército - Toesca,Santiago
2007,UF,2120,1,1,34.0,Santa Isabel,Santiago
2008,UF,2447,1,1,21.0,Bogotá - Sierra Bella,Santiago
2009,UF,1875,1,1,35.0,Centro Histórico De Santiago,Santiago
2010,UF,1700,1,1,30.0,Parque Almagro,Santiago
2011,UF,2924,1,1,31.0,Departamento en venta | Departamento En Venta De 1 Dorm. En Santiago | UF | 2.924 | 1 dormitorio | 1 baño | 31 m² útiles | Corte Suprema,Santiago
2012,UF,1940,1,1,26.0,Centro Histórico De Santiago,Santiago
2013,UF,2926,1,1,29.0,Bogotá - Sierra Bella,Santiago
2014,UF,3200,3,2,65.0,Santa Isabel,Santiago
2015,UF,2530,1,1,21.0,Bogotá - Sierra Bella,Santiago
